id,type,student_id,name,features,week_number,course_name
244,student,S0245,朱芳,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.6506666666666666), 'study_habit_consistency': 0.7027027027027027}",,
245,student,S0246,马强,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.718), 'study_habit_consistency': 0.6836734693877551}",,
246,student,S0247,罗伟,"{'node_type': 0, 'age': 21, 'gender_code': 1, 'major_code': 2, 'academic_performance': np.float64(0.7438461538461538), 'study_habit_consistency': 0.7132352941176471}",,
247,student,S0248,吴军,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.69), 'study_habit_consistency': 0.7468354430379747}",,
248,student,S0249,王丽,"{'node_type': 0, 'age': 20, 'gender_code': 0, 'major_code': 3, 'academic_performance': np.float64(0.624), 'study_habit_consistency': 0.673469387755102}",,
249,student,S0250,吴丽,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.7518181818181818), 'study_habit_consistency': 0.6846846846846847}",,
250,student,S0251,杨强,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 6, 'academic_performance': np.float64(0.67), 'study_habit_consistency': 0.6904761904761905}",,
251,student,S0252,吴秀英,"{'node_type': 0, 'age': 19, 'gender_code': 1, 'major_code': 5, 'academic_performance': np.float64(0.7277777777777777), 'study_habit_consistency': 0.6344086021505376}",,
252,student,S0253,吴平,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.6975), 'study_habit_consistency': 0.759493670886076}",,
253,student,S0254,马娟,"{'node_type': 0, 'age': 20, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.70125), 'study_habit_consistency': 0.6172839506172839}",,
254,student,S0255,黄艳,"{'node_type': 0, 'age': 20, 'gender_code': 0, 'major_code': 6, 'academic_performance': np.float64(0.7763636363636364), 'study_habit_consistency': 0.7}",,
255,student,S0256,黄磊,"{'node_type': 0, 'age': 24, 'gender_code': 1, 'major_code': 0, 'academic_performance': np.float64(0.6881818181818181), 'study_habit_consistency': 0.7818181818181819}",,
256,student,S0257,赵超,"{'node_type': 0, 'age': 20, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.755), 'study_habit_consistency': 0.654320987654321}",,
257,student,S0258,王霞,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.6907692307692308), 'study_habit_consistency': 0.75}",,
258,student,S0259,李秀英,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 3, 'academic_performance': np.float64(0.6985714285714286), 'study_habit_consistency': 0.6783216783216783}",,
259,student,S0260,胡军,"{'node_type': 0, 'age': 22, 'gender_code': 1, 'major_code': 6, 'academic_performance': np.float64(0.6886666666666666), 'study_habit_consistency': 0.5822784810126582}",,
260,student,S0261,胡勇,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 6, 'academic_performance': np.float64(0.73), 'study_habit_consistency': 0.696}",,
261,student,S0262,张磊,"{'node_type': 0, 'age': 20, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.69875), 'study_habit_consistency': 0.7272727272727273}",,
262,student,S0263,陈娟,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.66), 'study_habit_consistency': 0.7128712871287128}",,
263,student,S0264,周伟,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.6338461538461538), 'study_habit_consistency': 0.6976744186046512}",,
264,student,S0265,郭秀英,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.6377777777777778), 'study_habit_consistency': 0.7472527472527473}",,
265,student,S0266,黄敏,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 3, 'academic_performance': np.float64(0.669), 'study_habit_consistency': 0.8085106382978723}",,
266,student,S0267,王芳,"{'node_type': 0, 'age': 24, 'gender_code': 1, 'major_code': 6, 'academic_performance': np.float64(0.6933333333333332), 'study_habit_consistency': 0.6666666666666666}",,
267,student,S0268,林丽,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.7183333333333333), 'study_habit_consistency': 0.7235772357723578}",,
268,student,S0269,李霞,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.71), 'study_habit_consistency': 0.6666666666666666}",,
269,student,S0270,赵明,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.6678571428571429), 'study_habit_consistency': 0.6791044776119403}",,
270,student,S0271,朱艳,"{'node_type': 0, 'age': 18, 'gender_code': 1, 'major_code': 0, 'academic_performance': np.float64(0.722), 'study_habit_consistency': 0.7446808510638298}",,
271,student,S0272,黄洋,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.6991666666666667), 'study_habit_consistency': 0.7107438016528925}",,
272,student,S0273,张秀英,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 6, 'academic_performance': np.float64(0.67875), 'study_habit_consistency': 0.6705882352941176}",,
273,student,S0274,孙娜,"{'node_type': 0, 'age': 23, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.6753333333333333), 'study_habit_consistency': 0.7346938775510204}",,
274,student,S0275,罗艳,"{'node_type': 0, 'age': 21, 'gender_code': 1, 'major_code': 3, 'academic_performance': np.float64(0.68125), 'study_habit_consistency': 0.6823529411764706}",,
275,student,S0276,王娟,"{'node_type': 0, 'age': 19, 'gender_code': 1, 'major_code': 2, 'academic_performance': np.float64(0.6559999999999999), 'study_habit_consistency': 0.6938775510204082}",,
276,student,S0277,刘伟,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 5, 'academic_performance': np.float64(0.7054545454545454), 'study_habit_consistency': 0.7363636363636363}",,
277,student,S0278,李芳,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.7045454545454546), 'study_habit_consistency': 0.7787610619469026}",,
278,student,S0279,张伟,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.695), 'study_habit_consistency': 0.728}",,
279,student,S0280,王洋,"{'node_type': 0, 'age': 23, 'gender_code': 1, 'major_code': 6, 'academic_performance': np.float64(0.6633333333333333), 'study_habit_consistency': 0.7542372881355932}",,
280,student,S0281,孙平,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.7311111111111112), 'study_habit_consistency': 0.6904761904761905}",,
281,student,S0282,张勇,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.6809090909090909), 'study_habit_consistency': 0.7431192660550459}",,
282,student,S0283,徐洋,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 6, 'academic_performance': np.float64(0.6911111111111111), 'study_habit_consistency': 0.7553191489361702}",,
283,student,S0284,王娟,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.6866666666666668), 'study_habit_consistency': 0.6829268292682927}",,
284,student,S0285,赵伟,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.6985714285714286), 'study_habit_consistency': 0.7746478873239436}",,
285,student,S0286,胡敏,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.7326666666666667), 'study_habit_consistency': 0.7397260273972602}",,
286,student,S0287,周平,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.7), 'study_habit_consistency': 0.7254901960784313}",,
287,student,S0288,黄静,"{'node_type': 0, 'age': 18, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.7275), 'study_habit_consistency': 0.680327868852459}",,
288,student,S0289,罗艳,"{'node_type': 0, 'age': 24, 'gender_code': 1, 'major_code': 6, 'academic_performance': np.float64(0.7426666666666667), 'study_habit_consistency': 0.695364238410596}",,
289,student,S0290,刘明,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.6586666666666666), 'study_habit_consistency': 0.6346153846153846}",,
290,student,S0291,李伟,"{'node_type': 0, 'age': 19, 'gender_code': 1, 'major_code': 5, 'academic_performance': np.float64(0.7254545454545455), 'study_habit_consistency': 0.6923076923076923}",,
291,student,S0292,黄丽,"{'node_type': 0, 'age': 20, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.7477777777777778), 'study_habit_consistency': 0.6382978723404256}",,
292,student,S0293,陈娟,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.7507692307692309), 'study_habit_consistency': 0.725}",,
293,student,S0294,徐磊,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 6, 'academic_performance': np.float64(0.7292857142857143), 'study_habit_consistency': 0.7132867132867133}",,
294,student,S0295,高磊,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 6, 'academic_performance': np.float64(0.6946153846153846), 'study_habit_consistency': 0.71875}",,
295,student,S0296,李敏,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 4, 'academic_performance': np.float64(0.6592857142857143), 'study_habit_consistency': 0.7021276595744681}",,
296,student,S0297,马强,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.72), 'study_habit_consistency': 0.7016129032258065}",,
297,student,S0298,赵平,"{'node_type': 0, 'age': 22, 'gender_code': 1, 'major_code': 4, 'academic_performance': np.float64(0.6330769230769231), 'study_habit_consistency': 0.6771653543307087}",,
298,student,S0299,高伟,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 4, 'academic_performance': np.float64(0.7107142857142857), 'study_habit_consistency': 0.6737588652482269}",,
299,student,S0300,朱超,"{'node_type': 0, 'age': 24, 'gender_code': 1, 'major_code': 5, 'academic_performance': np.float64(0.7225), 'study_habit_consistency': 0.6896551724137931}",,
300,student,S0301,周涛,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.7272727272727273), 'study_habit_consistency': 0.7155172413793104}",,
301,student,S0302,陈伟,"{'node_type': 0, 'age': 24, 'gender_code': 1, 'major_code': 3, 'academic_performance': np.float64(0.6911111111111111), 'study_habit_consistency': 0.7272727272727273}",,
302,student,S0303,张丽,"{'node_type': 0, 'age': 23, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.6755555555555556), 'study_habit_consistency': 0.625}",,
303,student,S0304,张明,"{'node_type': 0, 'age': 24, 'gender_code': 1, 'major_code': 0, 'academic_performance': np.float64(0.68), 'study_habit_consistency': 0.7524752475247525}",,
304,student,S0305,杨伟,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.644), 'study_habit_consistency': 0.6956521739130435}",,
305,student,S0306,张霞,"{'node_type': 0, 'age': 21, 'gender_code': 1, 'major_code': 0, 'academic_performance': np.float64(0.6816666666666668), 'study_habit_consistency': 0.6974789915966386}",,
306,student,S0307,林霞,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.6554545454545455), 'study_habit_consistency': 0.6611570247933884}",,
307,student,S0308,徐平,"{'node_type': 0, 'age': 22, 'gender_code': 1, 'major_code': 2, 'academic_performance': np.float64(0.745), 'study_habit_consistency': 0.7590361445783133}",,
308,student,S0309,林平,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 3, 'academic_performance': np.float64(0.7490000000000001), 'study_habit_consistency': 0.7037037037037037}",,
309,student,S0310,陈静,"{'node_type': 0, 'age': 18, 'gender_code': 1, 'major_code': 3, 'academic_performance': np.float64(0.76375), 'study_habit_consistency': 0.7738095238095238}",,
310,student,S0311,王丽,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 6, 'academic_performance': np.float64(0.72), 'study_habit_consistency': 0.6986301369863014}",,
311,student,S0312,刘芳,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 7, 'academic_performance': np.float64(0.6833333333333332), 'study_habit_consistency': 0.6967213114754098}",,
312,student,S0313,马勇,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.7522222222222222), 'study_habit_consistency': 0.7241379310344828}",,
313,student,S0314,吴洋,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.7109090909090909), 'study_habit_consistency': 0.7788461538461539}",,
314,student,S0315,周敏,"{'node_type': 0, 'age': 23, 'gender_code': 1, 'major_code': 0, 'academic_performance': np.float64(0.6736363636363636), 'study_habit_consistency': 0.75}",,
315,student,S0316,赵强,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.6922222222222223), 'study_habit_consistency': 0.6781609195402298}",,
316,student,S0317,赵静,"{'node_type': 0, 'age': 21, 'gender_code': 1, 'major_code': 3, 'academic_performance': np.float64(0.6757142857142857), 'study_habit_consistency': 0.6597222222222222}",,
317,student,S0318,罗军,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.688), 'study_habit_consistency': 0.6565656565656566}",,
318,student,S0319,杨丽,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 3, 'academic_performance': np.float64(0.736), 'study_habit_consistency': 0.7326732673267327}",,
319,student,S0320,黄杰,"{'node_type': 0, 'age': 24, 'gender_code': 1, 'major_code': 3, 'academic_performance': np.float64(0.7246153846153847), 'study_habit_consistency': 0.746031746031746}",,
320,student,S0321,孙明,"{'node_type': 0, 'age': 23, 'gender_code': 1, 'major_code': 2, 'academic_performance': np.float64(0.71), 'study_habit_consistency': 0.6829268292682927}",,
321,student,S0322,林芳,"{'node_type': 0, 'age': 22, 'gender_code': 1, 'major_code': 5, 'academic_performance': np.float64(0.7173333333333334), 'study_habit_consistency': 0.7189542483660131}",,
322,student,S0323,周平,"{'node_type': 0, 'age': 18, 'gender_code': 1, 'major_code': 5, 'academic_performance': np.float64(0.69125), 'study_habit_consistency': 0.6790123456790124}",,
323,student,S0324,周丽,"{'node_type': 0, 'age': 23, 'gender_code': 1, 'major_code': 4, 'academic_performance': np.float64(0.65), 'study_habit_consistency': 0.725}",,
324,student,S0325,王强,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.7127272727272727), 'study_habit_consistency': 0.7456140350877193}",,
325,student,S0326,黄丽,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.6920000000000001), 'study_habit_consistency': 0.6621621621621622}",,
326,student,S0327,徐霞,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.6433333333333333), 'study_habit_consistency': 0.717948717948718}",,
327,student,S0328,郭洋,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 7, 'academic_performance': np.float64(0.7207692307692308), 'study_habit_consistency': 0.689922480620155}",,
328,student,S0329,高强,"{'node_type': 0, 'age': 19, 'gender_code': 1, 'major_code': 4, 'academic_performance': np.float64(0.64), 'study_habit_consistency': 0.7755102040816326}",,
329,student,S0330,黄敏,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 7, 'academic_performance': np.float64(0.7433333333333333), 'study_habit_consistency': 0.6722689075630253}",,
330,student,S0331,陈涛,"{'node_type': 0, 'age': 22, 'gender_code': 1, 'major_code': 2, 'academic_performance': np.float64(0.7035714285714286), 'study_habit_consistency': 0.7}",,
331,student,S0332,杨芳,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 4, 'academic_performance': np.float64(0.7166666666666667), 'study_habit_consistency': 0.7222222222222222}",,
332,student,S0333,吴丽,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 0, 'academic_performance': np.float64(0.7076923076923077), 'study_habit_consistency': 0.7480916030534351}",,
333,student,S0334,郭芳,"{'node_type': 0, 'age': 22, 'gender_code': 1, 'major_code': 2, 'academic_performance': np.float64(0.6990000000000001), 'study_habit_consistency': 0.6842105263157895}",,
334,student,S0335,林勇,"{'node_type': 0, 'age': 19, 'gender_code': 1, 'major_code': 3, 'academic_performance': np.float64(0.7328571428571429), 'study_habit_consistency': 0.6911764705882353}",,
335,student,S0336,赵超,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.7291666666666667), 'study_habit_consistency': 0.672}",,
336,student,S0337,赵娜,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.6971428571428571), 'study_habit_consistency': 0.6666666666666666}",,
337,student,S0338,王涛,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.6753846153846154), 'study_habit_consistency': 0.6744186046511628}",,
338,student,S0339,徐霞,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 6, 'academic_performance': np.float64(0.72625), 'study_habit_consistency': 0.7804878048780488}",,
339,student,S0340,王平,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.68625), 'study_habit_consistency': 0.6666666666666666}",,
340,student,S0341,杨静,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.7077777777777777), 'study_habit_consistency': 0.7127659574468085}",,
341,student,S0342,李霞,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.75), 'study_habit_consistency': 0.6814159292035398}",,
342,student,S0343,张伟,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 3, 'academic_performance': np.float64(0.713076923076923), 'study_habit_consistency': 0.7286821705426356}",,
343,student,S0344,何娟,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.7342857142857143), 'study_habit_consistency': 0.6917808219178082}",,
344,student,S0345,王艳,"{'node_type': 0, 'age': 22, 'gender_code': 1, 'major_code': 2, 'academic_performance': np.float64(0.7072727272727274), 'study_habit_consistency': 0.6074766355140186}",,
345,student,S0346,罗明,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.6845454545454546), 'study_habit_consistency': 0.7657657657657657}",,
346,student,S0347,王霞,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.7077777777777777), 'study_habit_consistency': 0.7634408602150538}",,
347,student,S0348,张明,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.676923076923077), 'study_habit_consistency': 0.7153846153846154}",,
348,student,S0349,王洋,"{'node_type': 0, 'age': 23, 'gender_code': 1, 'major_code': 0, 'academic_performance': np.float64(0.7058333333333333), 'study_habit_consistency': 0.6779661016949152}",,
349,student,S0350,杨丽,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.67), 'study_habit_consistency': 0.6296296296296297}",,
350,student,S0351,高伟,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.6733333333333333), 'study_habit_consistency': 0.726027397260274}",,
351,student,S0352,马娟,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 5, 'academic_performance': np.float64(0.698), 'study_habit_consistency': 0.7142857142857143}",,
352,student,S0353,王洋,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.7146666666666667), 'study_habit_consistency': 0.7342657342657343}",,
353,student,S0354,陈强,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 2, 'academic_performance': np.float64(0.7172727272727273), 'study_habit_consistency': 0.6952380952380952}",,
354,student,S0355,李敏,"{'node_type': 0, 'age': 21, 'gender_code': 1, 'major_code': 7, 'academic_performance': np.float64(0.6623076923076923), 'study_habit_consistency': 0.6567164179104478}",,
355,student,S0356,何强,"{'node_type': 0, 'age': 19, 'gender_code': 1, 'major_code': 0, 'academic_performance': np.float64(0.7375), 'study_habit_consistency': 0.7142857142857143}",,
356,student,S0357,王娟,"{'node_type': 0, 'age': 22, 'gender_code': 0, 'major_code': 6, 'academic_performance': np.float64(0.67375), 'study_habit_consistency': 0.6785714285714286}",,
357,student,S0358,朱军,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.7742857142857144), 'study_habit_consistency': 0.7338129496402878}",,
358,student,S0359,李涛,"{'node_type': 0, 'age': 23, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.7054545454545454), 'study_habit_consistency': 0.6890756302521008}",,
359,student,S0360,张霞,"{'node_type': 0, 'age': 24, 'gender_code': 1, 'major_code': 5, 'academic_performance': np.float64(0.6907142857142857), 'study_habit_consistency': 0.7338129496402878}",,
360,student,S0361,胡超,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.69), 'study_habit_consistency': 0.696}",,
361,student,S0362,高伟,"{'node_type': 0, 'age': 19, 'gender_code': 1, 'major_code': 3, 'academic_performance': np.float64(0.7216666666666667), 'study_habit_consistency': 0.6916666666666667}",,
362,student,S0363,林军,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.6861538461538461), 'study_habit_consistency': 0.6842105263157895}",,
363,student,S0364,罗伟,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.682142857142857), 'study_habit_consistency': 0.7230769230769231}",,
364,student,S0365,吴艳,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.7530769230769231), 'study_habit_consistency': 0.6940298507462687}",,
365,student,S0366,朱静,"{'node_type': 0, 'age': 24, 'gender_code': 1, 'major_code': 3, 'academic_performance': np.float64(0.61875), 'study_habit_consistency': 0.7222222222222222}",,
366,student,S0367,刘强,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.72125), 'study_habit_consistency': 0.7439024390243902}",,
367,student,S0368,张丽,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 3, 'academic_performance': np.float64(0.6607692307692308), 'study_habit_consistency': 0.6220472440944882}",,
368,student,S0369,张磊,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.6891666666666667), 'study_habit_consistency': 0.6101694915254238}",,
369,student,S0370,吴军,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.6609090909090909), 'study_habit_consistency': 0.6909090909090909}",,
370,student,S0371,林芳,"{'node_type': 0, 'age': 19, 'gender_code': 1, 'major_code': 6, 'academic_performance': np.float64(0.7045454545454546), 'study_habit_consistency': 0.7142857142857143}",,
371,student,S0372,徐磊,"{'node_type': 0, 'age': 19, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.6630769230769231), 'study_habit_consistency': 0.6779661016949152}",,
372,student,S0373,朱伟,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.695), 'study_habit_consistency': 0.6075949367088608}",,
373,student,S0374,孙超,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.7318181818181819), 'study_habit_consistency': 0.6886792452830188}",,
374,student,S0375,孙军,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.7245454545454545), 'study_habit_consistency': 0.7522935779816514}",,
375,student,S0376,周超,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 3, 'academic_performance': np.float64(0.6891666666666667), 'study_habit_consistency': 0.7203389830508474}",,
376,student,S0377,孙丽,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 2, 'academic_performance': np.float64(0.7430769230769231), 'study_habit_consistency': 0.7518248175182481}",,
377,student,S0378,张娜,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.685), 'study_habit_consistency': 0.6693548387096774}",,
378,student,S0379,林勇,"{'node_type': 0, 'age': 22, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.69375), 'study_habit_consistency': 0.7093023255813954}",,
379,student,S0380,吴娟,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 6, 'academic_performance': np.float64(0.71625), 'study_habit_consistency': 0.675}",,
380,student,S0381,徐强,"{'node_type': 0, 'age': 23, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.7), 'study_habit_consistency': 0.6511627906976745}",,
381,student,S0382,杨明,"{'node_type': 0, 'age': 18, 'gender_code': 1, 'major_code': 1, 'academic_performance': np.float64(0.6828571428571429), 'study_habit_consistency': 0.7323943661971831}",,
382,student,S0383,郭军,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.7216666666666667), 'study_habit_consistency': 0.7235772357723578}",,
383,student,S0384,杨洋,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 5, 'academic_performance': np.float64(0.7525), 'study_habit_consistency': 0.7647058823529411}",,
384,student,S0385,马娜,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 7, 'academic_performance': np.float64(0.7122222222222223), 'study_habit_consistency': 0.7640449438202247}",,
385,student,S0386,马洋,"{'node_type': 0, 'age': 19, 'gender_code': 0, 'major_code': 7, 'academic_performance': np.float64(0.706), 'study_habit_consistency': 0.6632653061224489}",,
386,student,S0387,杨娜,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 3, 'academic_performance': np.float64(0.6971428571428571), 'study_habit_consistency': 0.6716417910447762}",,
387,student,S0388,陈杰,"{'node_type': 0, 'age': 21, 'gender_code': 0, 'major_code': 4, 'academic_performance': np.float64(0.6533333333333333), 'study_habit_consistency': 0.7604166666666666}",,
388,student,S0389,高洋,"{'node_type': 0, 'age': 20, 'gender_code': 1, 'major_code': 7, 'academic_performance': np.float64(0.7042857142857143), 'study_habit_consistency': 0.7111111111111111}",,
389,student,S0390,刘涛,"{'node_type': 0, 'age': 18, 'gender_code': 0, 'major_code': 6, 'academic_performance': np.float64(0.7193333333333334), 'study_habit_consistency': 0.6027397260273972}",,
390,student,S0391,陈秀英,"{'node_type': 0, 'age': 24, 'gender_code': 0, 'major_code': 1, 'academic_performance': np.float64(0.6793333333333333), 'study_habit_consistency': 0.7806451612903226}",,
391,student,S0392,朱洋,"{'node_type': 0, 'age': 20, 'gender_code': 0, 'major_code': 0, 'academic_performance': np.float64(0.7311111111111112), 'study_habit_consistency': 0.7555555555555555}",,
392,student,S0393,朱娜,"{'node_type': 0, 'age': 25, 'gender_code': 1, 'major_code': 3, 'academic_performance': np.float64(0.7181818181818181), 'study_habit_consistency': 0.7102803738317757}",,
393,student,S0394,胡超,"{'node_type': 0, 'age': 25, 'gender_code': 0, 'major_code': 2, 'academic_performance': np.float64(0.6681818181818181), 'study_habit_consistency': 0.7714285714285715}",,
394,student,S0395,周明,"{'node_type': 0, 'age': 18, 'gender_code': 1, 'major_code': 7, 'academic_performance': np.float64(0.68), 'study_habit_consistency': 0.6344086021505376}",,
